                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.4231,                  3.755,                 4.2686,                0.00236,                0.11567,                0.00559,                0.00152,                  4.819,                 3.8315,                 4.1594,                  4e-05,                  4e-05,                  4e-05
